pressure,temperature_C,humidity_percent,voltage_mV
33,27.13,43.34,100.98
30,20.63,52.93,125.32
30,20.85,64.12,103.65
14,30.68,52.67,39.84
11,7.19,50.65,4.18
31,28.67,93.48,72.97
25,21.1,60.77,93.9
2,29.14,47.8,3.36
27,54.06,69.42,43.33
15,30.7,43.48,60.14
9,32.6,43.47,0.18
32,24.37,62.02,101.76
31,30.24,64.19,127.52
24,30.43,69.77,96.78
35,34.22,48.24,97.54
35,29.59,92.22,90.02
11,26.22,58.42,4.39
32,30.87,42.94,112.55
12,31.04,14.23,25.95
13,26.28,57.7,38.53
9,55.94,40.78,4.3
7,20.39,45.6,2.86
9,25.16,88.85,4.03
22,34.08,53.31,61.79
25,34.61,45.84,84.28
26,28.64,67.12,74.03
12,8.05,53.37,28.65
16,27.33,66.26,51.31
26,51.6,64.28,46.92
17,26.94,66.45,67.82
11,57.01,65.94,1.24
23,24.81,19.62,65.17
33,50.71,43.05,56.67
30,34.13,66.47,87.3
8,21.95,66.16,3.69
9,31.61,54.77,1.58
10,45.83,12.37,1.14
31,31.33,55.54,102.27
21,33.58,11.14,54.99
14,27.9,47.49,53.9
13,46.45,64.85,21.33
21,25.99,51.93,72.3
19,31.33,14.37,34.44
29,32.22,93.32,51.99
21,24.71,44.18,68.22
20,34.35,49.82,50.95
28,26.88,46.56,108.05
31,22.97,53.71,101.12
34,27.47,12.06,89.19
21,30.48,19.95,40.94
2,58.45560000000002,44.01,4.4
12,21.44,56.28,49.44
26,45.97,68.99,54.46
32,29.55,58.72,130.64
10,27.6,51.64,0.43
11,7.49,54.17,4.95
18,52.55,65.84,39.41
27,22.54,42.51,75.37
9,30.21,50.39,2.69
5,28.79,69.24,0.65
22,33.27,50.56,72.94
29,22.82,54.79,74.24
26,32.58,43.05,89.4
17,50.8,43.49,39.12
1,21.57,50.36,1.87
9,26.56,57.88,1.51
28,57.03,48.84,68.48
21,25.74,69.53,81.17
21,31.34,67.75,76.15
34,23.99,43.24,120.92
5,25.38,49.53,2.41
13,22.52,13.94,28.18
23,28.07,60.2,84.6
7,29.85,86.8,0.71
14,30.85,61.61,38.82
10,26.42,94.03,4.89
24,57.52,59.25,54.66
24,23.12,50.14,75.44
7,26.57,16.02,1.28
1,20.61,59.58,3.72
34,27.76,62.88,130.87
9,6.04,61.66,3.6
16,29.5,68.04,44.86
21,8.43,43.11,48.56
6,22.14,58.48,4.95
3,6.66,50.78,2.56
26,25.4,68.68,90.8
12,6.7,62.78,24.77
22,58.18,47.44,38.74
9,47.07,49.57,2.59
16,27.22,48.96,62.07
27,20.4,44.06,92.43
17,20.6,49.08,68.69
32,28.62,46.36,121.95
10,25.02,43.51,4.15
23,7.28,50.83,50.97
11,45.12,40.97,3.54
5,26.55,60.89,4.24
3,33.25,46.13,0.23
33,27.58,91.91,96.57
24,27.21,93.09,61.52
12,30.19,56.49,39.26
5,20.73,68.47,3.32
10,23.55,90.2,2.73
27,32.56,57.51,71.91
28,25.9,50.18,101.77
33,24.23,18.64,91.45
8,26.88,86.77,2.05
7,33.68,69.09,0.33
7,22.04,93.82,1.77
5,24.22,56.35,4.6
4,31.29,56.19,0.82
32,23.07,61.4,115.72
20,9.03,56.2,48.92
30,21.87,45.1,117.07
30,27.55,41.14,94.92
1,6.38,47.14,2.41
1,27.81,58.35,0.29
3,24.28,55.5,0.73
32,24.21,59.48,98.07
35,21.27,54.06,131.16
11,9.08,68.91,2.15
1,29.91,53.6,3.8
22,21.61,67.5,87.28
2,30.57,16.81,1.59
9,28.96,62.94,1.49
34,32.32,69.75,123.96
31,33.72,60.73,120.45
21,25.13,48.41,73.96
23,22.67,54.22,79.69
29,22.42,58.55,91.09
1,29.94,89.84,3.32
15,25.26,67.33,45.69
34,23.66,89.08,107.13
19,22.2,49.48,53.75
25,22.4,12.53,71.47
19,27.08,11.14,54.33
12,32.43,68.56,32.33
22,31.42,55.36,74.51
4,29.32,86.97,0.35
28,28.63,50.48,81.9
19,9.43,16.61,23.17
19,21.77,14.25,33.75
24,32.01,11.14,51.71
35,31.96,69.89,111.53
7,29.91,58.06,4.95
8,5.53,64.09,0.45
9,33.48,52.08,2.84
18,29.07,55.32,55.69
19,24.37,60.68,60.11
8,32.2,40.11,0.47
5,33.28,18.22,2.22
8,29.93,67.46,3.99
7,30.24,49.86,2.8
20,26.81,62.83,62.74
13,31.93,88.19,38.84
25,56.81,58.81,62.81
27,32.45,45.0,102.85
4,32.84,43.52,4.07
22,48.46,90.25,29.87
32,22.95,53.26,116.05
30,22.78,60.64,100.33
5,28.25,15.0,1.83
24,34.49,89.27,80.66
17,30.52,46.83,43.06
30,33.55,47.45,106.54
24,21.26,52.53,79.64
10,30.83,50.33,0.92
20,5.61,45.63,35.49
22,22.73,90.35,61.35
8,58.45560000000002,63.38,1.82
13,23.13,14.32,23.01
24,20.84,44.33,90.63
22,33.48,67.66,68.7
7,24.06,54.98,0.24
19,31.13,48.53,62.49
22,8.59,54.2,47.07
4,24.09,56.65,3.3
26,33.88,66.81,93.63
6,28.38,57.34,4.4
18,24.32,90.23,49.65
21,26.55,51.38,85.64
18,30.89,45.2,68.11
21,32.12,65.82,66.3
6,33.1,44.47,2.23
17,5.53,57.33,38.54
29,34.46,50.47,107.2
2,5.83,67.96,1.51
4,34.58,49.05,3.18
8,5.58,51.45,0.99
26,8.56,13.81,38.81
18,21.34,41.7,69.18
3,23.83,50.66,1.46
12,27.22,49.27,50.24
34,28.32,53.2,107.11
9,24.97,65.15,4.1
17,22.39,50.06,59.16
7,23.15,55.16,0.95
22,34.04,68.1,91.69
34,20.49,41.05,107.67
19,20.44,63.42,63.03
28,26.17,58.56,96.38
11,6.83,11.22,1.08
20,32.18,40.22,58.72
9,46.28,58.99,4.4
8,25.56,63.35,0.41
4,34.64,55.0,2.02
14,26.59,50.43,55.77
35,22.61,40.18,113.11
26,20.07,55.01,79.95
23,23.85,51.44,65.51
16,33.38,90.71,35.44
26,29.16,67.71,98.03
18,23.1,40.15,62.14
14,23.68,57.45,53.06
27,34.84,53.24,79.6
6,34.93,85.83,1.58
16,21.49,63.4,49.97
5,27.42,65.8,1.92
34,57.52,69.34,57.21
30,28.95,41.77,96.25
11,34.77,92.56,0.18
21,29.43,92.86,42.23
35,23.69,59.2,101.33
23,25.03,54.87,64.26
8,30.28,11.14,0.46
21,21.54,11.14,41.41
5,23.54,45.19,2.84
31,28.63,45.94,114.1
22,32.88,44.44,57.97
27,9.09,51.28,43.65
16,33.07,63.93,63.23
6,28.4,45.9,3.03
7,24.51,57.53,4.87
9,22.74,68.25,1.27
2,31.16,63.06,1.15
3,22.06,17.8,1.07
24,31.42,51.26,80.81
26,21.2,90.0,102.18
34,23.09,67.06,132.77120000000002
3,29.31,15.67,3.45
12,22.75,55.01,31.61
23,32.78,54.81,67.89
11,20.67,18.92,1.86
35,24.53,67.16,132.77120000000002
21,5.71,66.4,43.01
11,23.8,51.75,3.71
13,31.92,88.39,40.49
16,24.99,66.92,51.03
12,28.65,60.95,37.58
26,33.72,16.96,58.11
5,21.47,41.66,2.16
29,23.56,50.05,117.9
17,27.42,44.26,60.55
13,33.08,50.78,47.19
24,7.05,93.19,39.72
24,28.38,11.14,49.59
30,23.0,67.09,81.39
24,31.26,58.11,72.36
25,20.47,53.04,104.92
30,20.3,68.71,84.21
10,28.23,53.48,0.18
6,48.16,68.05,4.52
16,22.49,19.29,40.25
7,20.44,66.38,2.48
22,27.08,16.11,62.57
19,24.69,69.96,54.72
16,23.56,68.52,61.76
26,25.62,60.24,72.36
3,32.63,68.52,4.23
29,21.73,61.61,94.28
9,46.9,61.53,1.0
32,21.08,48.86,96.15
15,26.53,87.93,43.54
19,30.86,48.53,63.23
20,33.99,53.24,58.92
5,29.96,51.4,0.99
33,22.79,48.42,113.68
11,5.89,68.65,1.78
4,34.84,48.0,4.49
23,31.94,47.99,71.94
27,52.95,55.06,62.96
16,28.2,45.7,59.37
29,24.38,55.09,102.76
28,28.35,64.87,93.13
21,9.62,53.48,50.55
10,33.08,45.58,0.18
3,30.98,68.02,2.04
29,20.28,49.89,108.87
27,20.25,58.8,90.88
32,9.53,57.78,74.77
6,5.73,41.41,4.12
32,26.37,51.46,121.57
27,34.83,55.9,104.98
20,56.24,17.52,22.87
16,27.15,65.41,48.79
10,58.45560000000002,58.86,2.48
17,26.93,49.28,65.16
17,22.69,67.6,67.94
31,22.03,50.36,108.43
23,32.62,52.85,76.38
20,58.45560000000002,48.53,32.55
27,27.32,88.5,73.09
23,53.27,58.44,51.72
23,26.78,50.49,62.86
13,26.65,44.1,37.0
31,20.36,18.66,63.42
4,33.08,49.95,2.09
29,28.94,41.92,120.89
16,28.27,54.48,42.34
28,20.85,45.44,95.28
27,26.6,43.98,107.42
17,23.48,47.79,63.5
2,24.28,67.02,0.53
32,32.87,58.27,96.29
28,21.09,69.47,72.79
1,6.61,47.99,1.42
10,20.02,67.59,3.51
24,25.52,56.96,84.31
26,32.73,15.91,59.62
15,31.58,40.65,44.77
1,31.4,66.8,3.67
5,23.17,93.63,1.2
7,29.89,59.77,4.56
14,6.47,53.23,24.07
20,46.48,40.01,30.8
7,58.45560000000002,15.27,3.13
6,29.03,62.17,1.6
30,23.5,59.36,79.4
17,33.53,60.78,69.73
3,8.46,42.42,2.29
29,45.85,52.33,70.8
22,52.78,55.84,54.63
16,21.43,56.13,56.96
25,30.16,48.96,84.25
3,33.19,43.52,1.85
24,26.55,56.63,77.42
16,45.16,57.21,36.15
19,28.99,43.73,50.46
29,20.33,47.07,77.51
5,30.2,59.26,4.27
33,21.72,47.78,110.86
2,30.59,53.17,0.29
16,48.27,64.8,31.46
15,6.84,65.91,35.02
8,25.72,58.46,3.93
22,53.89,17.13,24.15
21,34.48,47.29,85.89
5,51.59,41.64,3.12
5,29.77,46.82,3.04
7,25.22,62.96,1.25
18,29.85,65.64,59.81
6,58.45560000000002,51.45,1.82
28,24.8,54.49,113.94
26,27.24,49.86,79.34
23,5.53,17.54,36.82
22,25.44,44.35,63.94
15,20.73,13.84,39.9
13,31.54,57.66,39.87
15,32.18,87.5,62.38
20,28.04,49.54,54.02
2,23.8,65.71,1.18
6,30.66,64.99,1.18
13,20.91,47.11,49.11
5,34.53,43.79,3.16
29,26.39,55.95,80.67
14,28.13,58.27,46.69
1,23.41,57.07,2.35
16,33.41,18.03,33.65
31,24.82,40.12,78.05
30,27.62,49.0,113.52
25,26.49,47.01,91.93
22,24.76,46.7,80.22
5,8.47,51.47,3.35
10,25.94,60.98,0.23
18,34.81,53.82,63.35
31,20.32,49.24,114.99
30,58.45560000000002,58.26,72.61
15,28.08,88.96,42.24
26,24.5,45.8,81.44
20,34.66,64.91,66.29
31,24.15,61.3,86.31
19,23.24,86.23,58.81
30,31.97,47.15,123.33
9,24.53,48.69,1.7
8,55.11,85.82,0.18
3,23.07,63.02,4.58
21,7.81,62.17,34.4
5,32.37,65.06,1.08
4,20.67,56.46,4.77
35,29.78,15.09,75.78
4,8.0,45.46,1.03
23,45.71,68.66,53.45
23,32.84,54.91,74.99
28,34.82,52.97,94.34
2,31.67,52.24,0.37
1,58.45560000000002,17.04,2.92
9,26.78,92.2,3.8
21,33.29,64.84,53.9
17,29.68,42.17,66.08
15,23.45,59.54,51.11
34,34.41,66.49,119.3
23,29.74,13.25,47.35
33,28.94,47.17,107.63
8,20.59,68.58,2.81
21,34.52,67.45,79.57
26,29.21,56.42,107.58
35,31.84,40.15,87.56
34,30.71,52.1,102.13
20,21.19,55.53,78.07
27,27.8,48.56,74.17
5,8.96,62.89,2.41
9,23.68,59.84,3.7
28,31.3,17.05,70.83
31,22.03,89.92,79.58
27,24.65,68.24,70.16
25,22.4,85.84,96.14
18,30.28,40.58,51.17
25,23.23,92.74,46.17
6,29.77,87.33,4.58
8,32.03,60.6,4.37
32,33.07,55.77,125.94
34,7.41,60.26,62.46
14,29.37,51.33,45.07
18,58.23,61.05,32.82
23,24.7,50.64,94.51
33,21.76,46.49,132.77120000000002
18,33.32,65.38,51.73
35,21.74,43.01,96.57
33,34.49,65.92,112.28
28,6.17,46.35,49.89
35,34.56,54.12,88.2
12,5.6,55.96,28.22
20,34.75,64.41,66.72
5,32.82,59.74,0.18
8,54.62,43.17,2.71
29,22.66,52.67,120.23
21,33.56,59.22,77.2
28,21.72,19.97,58.74
14,33.83,40.27,48.93
2,30.03,52.83,1.77
18,27.92,66.79,72.9
30,34.79,14.75,63.07
8,25.36,14.61,3.05
2,25.16,41.85,1.81
3,52.98,12.06,1.15
34,30.81,60.61,88.61
33,30.53,55.79,107.13
31,8.27,86.55,69.82
22,5.59,59.7,48.61
26,24.37,67.04,83.4
15,31.67,56.66,62.83
29,34.49,52.29,101.1
19,24.52,54.31,71.03
10,32.94,44.58,1.27
18,27.79,54.75,62.43
4,29.6,18.75,1.5
25,34.78,86.4,94.09
4,30.41,57.67,4.74
13,5.53,53.48,24.08
10,29.24,62.03,2.55
3,21.48,60.77,4.51
24,33.38,67.46,61.2
14,46.72,42.61,32.58
31,21.9,11.14,54.74
4,26.15,55.58,4.04
22,33.54,47.93,88.59
4,22.61,69.99,3.2
15,25.32,42.98,55.0
31,23.38,51.9,105.04
22,24.75,48.66,78.39
20,20.31,40.97,76.5
13,32.43,14.8,22.97
16,34.28,88.43,47.55
10,31.36,42.64,4.51
24,21.18,63.95,85.4
21,8.31,53.65,36.28
32,29.19,65.89,132.77120000000002
14,45.74,55.76,33.26
31,24.96,17.74,55.69
1,31.58,50.21,3.62
9,45.08,56.34,0.18
35,50.76,59.54,86.6
29,32.83,91.88,70.61
31,31.2,47.05,80.71
9,28.84,67.11,1.76
26,33.15,66.63,85.93
25,47.21,61.32,46.49
12,20.68,14.29,29.93
10,30.83,86.65,3.1
6,9.19,53.08,4.26
25,26.3,87.99,67.63
2,29.77,19.06,4.73
28,23.65,50.35,112.47
1,34.69,66.63,3.77
28,8.01,50.92,64.16
12,57.89,12.07,15.2
28,33.18,64.45,73.35
10,32.47,41.11,4.15
12,34.26,58.54,37.45
2,31.01,57.25,2.68
35,25.41,66.13,95.43
13,21.24,62.62,33.8
26,34.41,56.73,93.23
21,52.48,67.28,37.81
22,22.35,42.5,85.39
5,20.93,50.9,2.6
23,56.42,41.39,51.94
9,33.81,61.02,3.78
32,8.83,45.35,55.95
7,23.52,68.14,2.82
6,27.25,50.92,0.85
28,28.84,54.45,105.53
34,28.13,11.14,64.93
28,26.46,89.02,112.27
17,7.48,67.27,28.06
1,53.44,44.66,1.29
29,20.91,57.04,79.32
35,26.12,90.59,79.67
3,23.71,42.2,3.73
13,34.34,17.57,32.36
22,46.36,63.43,38.26
12,28.35,69.01,42.96
11,27.93,46.84,1.31
27,32.77,11.95,66.52
24,9.56,65.52,54.84
34,34.57,91.31,87.18
24,26.91,44.78,85.35
1,22.57,54.68,3.38
12,27.37,92.91,34.34
9,27.48,41.62,3.28
30,25.1,62.57,120.9
35,31.11,68.32,112.78
8,20.47,57.29,3.47
19,49.31,68.05,36.12
35,34.1,63.86,111.84
30,7.19,64.88,50.95
26,24.15,44.61,76.37
5,27.59,89.15,0.95
26,31.21,59.87,108.04
23,21.95,63.2,78.62
18,34.43,18.63,47.36
8,24.34,46.45,0.46
3,21.17,69.62,1.67
11,32.24,51.35,4.47
33,33.96,93.95,74.85
10,30.21,51.08,2.26
18,33.0,56.78,62.33
10,34.09,11.14,0.38
12,8.1,52.39,19.99
28,34.93,11.23,49.13
31,28.21,92.95,68.68
3,29.04,15.79,0.93
20,30.05,94.03,51.65
22,22.95,13.09,43.87
4,31.47,66.08,1.25
18,34.7,93.06,47.78
23,23.34,41.23,82.31
8,5.91,48.6,3.96
1,28.51,59.87,4.04
31,28.6,60.73,81.96
5,32.72,58.76,2.54
14,31.91,50.56,50.13
15,21.06,68.05,44.65
10,28.73,48.38,4.25
28,22.66,47.24,108.58
21,31.99,19.99,45.23
12,27.83,49.27,41.83
2,28.97,57.36,4.21
25,20.28,60.09,63.7
31,46.5,56.83,77.21
25,28.16,62.95,77.63
33,20.67,15.51,96.35
2,26.66,85.78,2.03
11,26.35,51.29,3.08
32,28.62,60.15,83.75
10,25.16,53.64,2.93
18,7.58,68.18,32.06
3,50.5,60.08,1.6
23,49.36,68.63,34.68
20,23.0,46.4,62.3
6,32.24,41.81,3.64
10,31.77,55.07,2.24
4,34.21,45.15,4.63
19,24.82,51.58,48.31
28,21.14,87.43,108.91
27,20.04,16.57,53.55
22,25.26,57.38,69.22
5,56.67,11.14,3.6
6,21.49,53.45,1.15
30,20.49,44.22,114.48
31,22.67,59.19,112.6
4,30.84,41.98,2.79
18,28.35,64.06,55.61
29,51.23,50.77,45.43
14,22.77,59.12,49.59
35,58.45560000000002,88.72,68.36
34,7.48,40.94,73.59
25,34.14,58.45,66.32
19,30.11,19.32,46.36
21,8.68,67.87,39.39
22,21.69,68.29,60.61
27,21.97,86.9,73.56
5,30.22,54.58,4.06
11,24.22,44.21,2.76
8,21.13,46.57,4.31
33,27.44,50.81,132.77120000000002
15,47.58,49.43,36.45
33,34.48,15.48,64.54
35,6.78,69.48,73.54
5,29.12,50.45,1.16
27,31.96,66.69,76.16
29,27.72,44.69,73.38
17,22.44,58.81,48.48
33,27.48,90.14,76.86
24,23.5,53.29,69.32
28,27.39,14.28,66.65
17,8.99,60.6,30.94
22,32.25,11.95,42.07
10,34.37,50.16,1.24
19,54.57,64.71,41.25
2,31.02,46.38,3.92
32,32.37,65.45,89.32
10,25.09,15.63,4.74
5,25.56,65.0,3.53
35,32.15,87.21,132.77120000000002
34,27.25,54.98,91.33
26,28.0,53.31,88.08
28,5.53,45.79,65.61
33,20.68,67.94,110.72
28,34.3,49.4,80.37
14,8.12,47.6,31.12
35,33.03,45.25,128.43
23,21.69,41.36,95.37
1,20.69,67.61,1.64
26,20.33,69.92,83.55
12,24.78,48.3,35.83
24,27.18,48.65,88.41
15,30.42,62.97,60.03
15,21.2,67.28,62.28
11,5.53,56.94,4.97
4,31.15,59.08,1.27
13,27.14,40.97,36.68
21,25.52,69.48,55.69
35,21.33,51.75,125.56
23,31.69,14.56,67.43
23,49.55,40.51,57.21
8,28.91,49.2,2.88
5,56.18,44.0,2.71
23,24.72,61.11,86.25
11,29.15,50.66,1.17
30,29.05,92.67,61.18
22,23.0,43.98,79.42
15,54.92,85.27,24.62
31,31.13,47.64,85.36
3,20.12,64.59,2.79
9,30.13,68.62,0.71
17,27.38,43.45,48.26
13,34.94,49.18,40.47
32,28.38,58.0,89.23
16,9.82,68.09,33.71
14,26.63,64.75,43.78
35,7.0,63.76,60.93
30,9.97,14.06,35.19
34,23.8,53.78,109.2
10,22.1,56.8,4.47
12,30.62,59.48,34.17
18,22.39,48.69,45.78
22,9.39,85.76,51.18
7,22.65,47.8,1.22
4,6.83,68.22,2.29
13,24.54,41.5,53.8
1,32.37,46.51,4.82
30,34.46,54.35,123.4
25,5.56,62.36,40.75
5,33.83,59.39,1.3
3,7.41,45.36,1.91
1,51.43,65.13,4.4
10,25.5,53.1,4.45
17,57.84,58.91,41.72
26,32.01,58.95,98.69
20,20.91,62.59,71.29
30,24.16,48.21,124.51
5,29.91,64.37,3.08
10,30.37,93.97,2.94
14,26.5,17.82,27.71
13,30.64,56.77,46.94
7,31.28,66.86,1.02
13,52.76,49.4,27.46
1,32.49,62.98,2.18
35,30.72,93.06,79.58
13,23.17,68.65,54.47
27,28.89,43.4,77.34
11,34.64,61.34,4.9
25,29.36,53.1,99.99
22,23.26,68.46,65.07
23,27.93,68.69,60.97
8,27.0,43.23,2.95
1,28.85,57.88,4.57
17,29.84,63.04,63.89
7,32.0,19.13,0.68
26,30.27,43.44,105.65
3,25.17,12.21,4.12
21,24.45,49.16,61.83
25,20.78,55.46,71.96
18,24.16,67.95,70.27
11,32.65,91.64,2.01
19,24.25,15.32,36.06
25,23.49,57.34,101.39
20,29.51,50.95,60.56
34,49.85,86.69,58.27
24,32.07,85.11,84.0
15,32.29,49.84,51.86
32,29.9,54.23,122.9
31,51.23,56.98,76.9
35,48.98,46.78,54.02
35,7.89,68.73,75.11
5,31.56,44.95,4.59
21,20.13,51.31,87.79
7,9.44,68.51,2.07
32,31.9,42.36,119.81
31,21.68,46.19,111.86
28,26.11,86.24,79.92
4,30.95,43.92,1.12
3,9.67,11.39,0.34
27,32.15,16.63,71.76
3,26.07,56.58,4.7
20,26.06,86.22,50.31
31,22.56,40.96,118.75
1,49.92,46.58,2.36
21,21.35,66.64,58.89
12,7.37,67.27,21.32
13,22.71,46.83,37.6
33,24.86,50.09,120.94
1,49.77,86.68,4.37
10,23.33,47.22,1.85
35,23.83,86.93,100.01
32,21.92,46.54,116.18
3,33.02,86.43,4.05
26,6.01,51.79,59.67
20,27.2,69.36,61.76
16,24.11,48.9,42.83
20,23.34,67.14,83.42
33,29.94,54.4,130.82
24,34.01,59.44,89.33
34,27.37,45.59,98.24
19,33.97,44.37,68.15
3,32.93,62.29,1.04
21,21.06,60.98,72.63
7,33.88,52.83,4.63
3,31.53,11.14,3.19
32,28.94,67.68,86.42
25,20.6,46.63,69.15
1,27.25,93.17,2.92
19,28.18,54.12,56.6
21,54.55,51.43,34.24
9,8.84,44.9,0.6
26,32.11,52.93,88.86
31,5.53,57.4,48.02
21,30.68,94.03,51.16
11,26.4,52.02,3.65
19,23.27,11.41,34.08
14,27.01,19.96,25.92
31,20.81,41.39,125.57
13,54.79,18.2,19.54
28,21.23,19.54,59.82
20,20.3,43.22,61.68
19,31.28,87.21,58.59
5,20.36,92.44,2.37
19,23.98,50.57,63.85
35,20.88,48.17,131.13
29,53.94,57.22,55.36
32,34.69,48.66,103.65
18,29.99,56.87,51.69
6,30.33,53.77,0.2
13,25.44,61.03,46.52
21,31.64,64.97,54.6
14,26.89,44.57,37.72
24,33.2,63.24,96.11
8,49.31,56.33,2.27
18,20.1,60.14,73.44
7,30.12,58.1,3.18
13,26.26,55.65,39.43
8,26.04,53.28,2.11
28,25.32,47.74,88.74
32,27.23,46.22,130.01
18,45.34,67.23,32.81
20,23.53,87.93,74.06
14,28.0,69.59,53.53
1,20.03,68.87,0.54
11,47.91,11.67,4.14
14,34.94,60.57,43.31
28,21.5,41.68,72.84
4,31.29,90.17,0.39
33,26.48,67.7,97.15
15,33.43,50.88,62.28
16,23.96,46.73,44.54
14,54.02,55.16,30.48
17,24.65,11.14,48.35
3,33.45,45.68,2.41
29,22.95,18.42,64.93
6,32.12,11.87,0.33
31,22.9,61.41,98.79
24,34.39,62.82,67.24
35,26.92,12.78,83.39
13,25.35,47.41,52.84
28,27.14,58.21,80.11
28,29.9,93.22,76.02
3,29.28,54.59,1.99
35,56.68,65.2,69.03
7,8.43,48.16,1.86
9,23.44,55.03,2.82
18,28.7,46.58,71.0
33,33.87,59.68,91.19
14,32.56,48.65,49.36
4,31.19,68.1,2.76
9,24.71,48.15,0.52
23,31.06,45.18,68.06
2,29.12,65.12,1.87
1,20.74,15.17,0.25
10,31.43,87.22,1.91
8,20.74,47.52,1.68
33,32.11,42.75,126.28
21,45.15,16.84,35.39
3,26.86,94.03,0.64
33,9.37,63.51,67.42
13,27.2,51.33,39.31
24,26.13,57.41,78.56
9,27.08,90.5,2.02
15,21.66,45.39,56.74
29,26.97,51.62,78.34
9,33.97,61.27,0.66
29,30.97,45.75,112.57
8,32.81,52.85,3.29
22,26.38,45.39,62.55
32,32.63,59.74,102.65
21,34.07,48.7,79.49
12,56.12,65.29,19.23
25,31.91,67.16,63.67
16,32.43,63.81,45.42
19,27.87,67.19,55.62
22,26.99,56.21,92.33
26,20.2,64.27,108.41
14,34.5,17.8,27.73
11,22.92,69.92,4.78
16,24.35,63.72,47.9
33,24.31,44.52,87.19
3,26.9,47.97,3.72
15,5.77,42.32,37.5
31,22.42,90.95,90.18
11,20.13,17.79,0.18
30,28.52,64.05,122.07
25,33.94,54.84,86.83
18,28.96,12.9,42.47
20,26.87,85.92,55.31
5,33.89,69.8,0.43
2,29.53,49.71,1.74
1,25.0,58.39,1.54
7,8.8,88.14,3.67
14,29.2,64.68,54.89
20,48.14,65.06,44.56
31,20.51,58.4,128.09
22,34.57,69.71,78.92
17,52.17,69.47,29.03
26,22.37,16.83,53.73
24,22.19,11.14,57.9
35,20.86,69.27,98.93
13,9.93,89.24,21.93
21,34.51,15.71,39.14
10,47.64,58.29,2.02
9,28.71,46.7,2.72
17,57.91,51.15,40.0
21,20.97,59.96,81.77
5,20.64,55.64,3.58
20,25.3,60.32,83.24
31,49.87,53.43,70.1
15,21.2,64.16,44.94
12,27.72,60.4,33.41
23,27.7,68.71,68.5
9,24.67,14.55,1.73
26,30.69,62.47,85.23
20,23.41,88.45,68.04
21,24.27,56.8,63.6
4,8.74,52.53,3.4
14,30.57,47.65,57.47
35,8.53,52.87,70.75
28,25.41,61.1,110.25
7,6.46,43.53,2.58
34,9.05,63.12,79.81
34,22.02,45.29,87.43
13,22.8,11.14,24.72
27,32.77,58.74,72.86
27,20.72,54.13,99.74
26,25.08,54.59,92.64
1,22.31,60.29,3.37
8,26.83,47.35,1.57
13,20.99,67.18,37.55
2,9.83,88.68,2.98
9,47.0,12.51,3.79
18,26.26,48.6,74.29
11,22.33,49.26,0.74
4,29.02,52.92,4.26
6,25.51,86.8,3.63
30,24.83,46.32,93.61
2,25.79,65.05,2.52
8,31.21,40.44,1.46
4,25.32,57.88,4.73
30,55.53,59.17,74.26
5,26.2,46.77,3.61
32,23.55,51.57,86.84
34,9.65,66.54,83.61
29,28.32,55.95,96.49
13,28.4,93.58,33.39
7,26.58,15.52,3.98
16,28.24,12.89,35.35
26,9.25,15.55,43.27
6,8.89,69.88,4.96
32,34.7,49.17,101.06
34,21.23,13.86,61.8
13,6.7,53.11,20.02
12,27.49,48.6,38.48
33,33.09,70.0,132.77120000000002
30,32.56,49.72,121.49
33,49.02,43.47,77.75
13,30.3,66.74,40.54
33,22.49,66.12,112.06
28,28.42,47.31,110.76
35,23.87,60.99,92.66
7,23.33,41.93,0.18
30,21.43,50.44,104.48
33,57.96,85.34,59.46
2,29.42,62.46,3.94
13,21.52,40.23,53.79
26,31.42,52.25,78.26
3,29.6,93.91,0.18
11,8.47,42.43,2.58
28,24.75,55.12,104.07
2,29.61,40.43,0.87
32,30.04,14.1,58.76
5,8.13,68.58,2.13
25,30.97,49.41,99.81
29,22.64,55.72,94.14
25,53.67,45.0,45.96
32,51.09,55.32,64.87
23,20.38,68.55,71.26
33,29.46,16.44,69.13
2,31.67,17.27,4.35
4,25.41,47.69,0.59
33,27.21,49.55,100.29
32,25.7,59.92,100.69
3,22.66,42.83,0.91
14,21.82,47.24,35.63
35,5.73,92.36,49.45
19,33.02,12.43,44.67
18,28.98,64.12,52.52
10,24.18,55.24,4.17
26,32.14,49.91,81.15
26,23.0,87.54,103.82
24,25.37,65.7,80.39
14,34.37,90.6,39.28
15,45.65,63.64,29.48
32,21.86,57.55,123.14
25,22.81,94.03,70.74
4,32.2,91.92,4.24
29,30.78,55.0,104.88
27,21.63,60.28,85.59
24,53.69,45.63,44.7
26,27.15,61.23,84.36
6,27.19,66.69,3.28
34,20.35,45.22,123.69
23,8.53,44.96,43.58
27,33.59,41.96,73.87
16,30.47,61.8,48.4
19,24.76,66.92,79.03
24,25.93,44.38,94.93
16,24.38,41.66,40.21
20,26.42,90.08,41.43
26,6.57,42.78,44.9
26,8.56,47.65,42.74
7,21.23,40.98,3.49
31,6.63,64.26,54.29
23,46.13,68.31,53.98
9,8.97,53.91,2.27
5,34.29,91.1,1.87
22,25.83,56.32,73.95
9,31.08,59.74,3.66
29,32.35,55.99,73.67
23,24.22,50.07,73.42
33,30.13,51.42,108.39
27,9.68,59.81,54.04
9,21.12,65.04,2.67
34,32.31,61.66,120.84
4,29.22,64.51,4.18
